UniqueCount	AmbigCount
0	0
10	15
109	0
193	0
25	0
0	0
765	0
1692	0
4	0
226	0
318	63
127	0
57	0
0	0
249	0
0	0
358	0
566	0
153	0
24	28
370	6
2	0
731	0
373	0
586	0
42	0
462	180
0	0
20	0
4	463
5	500
0	491
10	518
14	0
13	0
16	0
204	0
1799	0
11	0
0	364
0	814
0	305
1	912
0	956
0	271
1	255
18	302
0	235
4	237
0	0
0	0
0	58
0	0
0	0
2	160
3	160
806	0
269	534
10	84
2	84
3	221
0	223
2	148
13	173
0	173
2	162
287	0
0	528
0	510
0	520
0	530
0	525
0	346
0	525
0	530
1	516
0	342
32807	8579
12	0
30	0
0	2
0	2
0	0
1	218
2	278
0	278
0	250
0	181
0	180
0	247
1	178
0	248
14	0
323	0
2	52
2	52
0	0
52	0
29	186
9	113
0	113
928	0
597	0
2	27
0	27
0	0
0	0
0	0
0	24
0	24
0	26
0	25
0	24
0	24
0	26
9	0
4	0
63544	0
1	289
0	381
1	361
10906	0
14	0
3124	0
2	0
0	1869
8	1869
0	1276
1	1245
106	1277
0	174
0	174
0	174
0	0
18	1402
95	1402
16	1817
370	1817
26	0
0	0
0	0
114	0
0	6
0	6
18	0
64	0
9	238
0	238
1098	913
13	1008
116	1008
80	0
1424	0
481	0
5	197
0	197
0	0
0	0
0	871
27	871
9	722
0	722
296	0
209	0
4	0
0	45
0	46
0	45
0	44
0	45
2	0
726	0
39	0
8	219
24	219
497	0
1315	0
1	604
0	648
8	582
0	928
210	0
36	150
0	150
0	195
0	161
0	134
0	161
0	197
0	158
1	187
0	161
0	159
0	159
0	195
0	159
0	2294
0	2115
5	2267
0	2072
5	2067
820	0
0	0
174	0
0	88
0	86
0	88
0	76
0	76
0	88
0	86
0	76
0	88
0	86
0	76
0	0
583	7
96	0
0	15
15	15
32	0
97	0
6	0
457	1239
1	1239
0	143
121	143
0	0
1901	0
0	0
702	0
154	0
0	0
0	0
0	0
0	0
18	0
0	0
66	383
3	409
0	399
516	27
136	0
290	0
16	0
10733	27605
0	0
0	24
3	24
652	0
0	737
80	737
0	0
4122	0
2	0
298	0
13	0
18	0
0	0
1535	0
784	0
617	0
111	0
144	1087
0	1087
17	890
0	0
0	0
0	183
2	209
4	208
2	0
0	25
0	26
0	25
0	23
2607	0
0	11
3	101
2	101
5	101
5	1142
0	1142
11189	0
311	0
952	0
22	1087
75	1087
0	326
0	326
0	326
0	0
0	29
3	29
81	0
0	393
0	430
0	393
0	393
0	430
0	428
0	952
1	881
1	814
0	918
0	449
1	941
3	878
0	32
2	32
209	422
2	422
0	0
0	0
0	0
0	0
131	6
1	376
0	376
96	687
45	687
0	62
1	54
0	62
52	1120
0	1125
1053	0
0	187
274	187
0	171
3	215
0	215
0	85
0	87
1	243
17	244
2	687
0	444
1	797
0	781
0	635
2	643
0	709
0	625
114	0
508	0
0	0
0	154
2	154
2	73
11	73
1	40
0	8
1	32
0	38
0	8
0	42
535	0
0	130
0	134
0	136
0	130
0	135
1702	0
111	0
0	0
99	197
0	196
6	0
0	978
36	978
0	50
0	38
0	52
0	0
1	707
0	707
0	1
0	1
0	1
80	0
0	4
0	4
11	0
0	677
0	178
0	124
0	168
478	0
1770	0
1117	0
0	0
6	834
246	836
4	830
1233	0
20	296
1	296
204	0
34	0
400	0
0	0
27	0
0	0
1005	0
0	122
0	147
17	126
0	0
10	0
272	2
0	0
159	0
10	0
0	12
0	12
0	12
496	0
0	369
1	372
11	372
0	0
191	0
0	1926
49	1926
0	0
0	0
30	0
2304	0
0	0
649	0
0	636
45	636
1	88
0	20
0	20
82	68
0	1
631	0
4	0
1145	1
2469	0
0	2
0	2
2119	0
0	0
276	0
4	0
46	214
4	214
66	0
3	55
1	53
1	62
0	65
890	0
0	0
0	38
0	40
0	38
0	38
0	40
0	0
212	0
0	1
16	862
4	881
0	883
8	860
142	0
0	92
0	0
6	198
0	198
2701	37091
11	37091
0	4
0	4
22	0
17219	105
210	0
421	0
640	0
408	2190
4	2190
0	0
0	0
0	0
781	0
329	0
1	138
10	126
1	142
2	205
56	204
0	193
0	223
2	225
0	224
0	222
52	5
0	0
298	330
2	1
0	156
0	158
2	1668
8	1672
0	1673
0	306
0	306
0	306
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	876
0	884
0	823
2	0
0	0
5	284
1	285
1	312
983	0
3533	1
0	0
0	0
270	0
1	2247
1260	2247
0	0
177	1
1550	1
2	0
2	0
853	0
0	218
2	218
1	223
0	211
0	216
2	561
91	561
4	1
0	70
0	70
262	0
1	2828
5	2887
0	2838
54	3174
3	2844
4	0
2804	0
426	0
148	0
532	0
16	0
0	0
166	0
0	0
23	18
0	0
0	28
250	0
997	0
260	0
100	631
5	631
107	877
25	877
3319	0
0	96
0	95
2	96
6	0
197	0
0	0
1572	0
4	0
0	0
0	0
0	17
5	17
3	8
29	8
2	9
314	0
2	0
0	0
2	0
0	667
6	667
56	0
1	625
19	625
0	14
0	0
0	0
430	0
39	0
909	0
4	0
0	0
0	93
1	88
0	91
110	549
0	0
104	0
100	384
0	384
0	49
1	49
0	56
14	178
2	178
11	257
115	257
125	0
94	660
0	660
0	12
0	11
1	12
862	0
0	91
2	91
0	384
147	556
0	644
0	542
0	1153
7	1227
2335	0
0	147
0	147
157	0
0	0
0	0
0	446
0	453
0	455
0	455
522	0
0	0
0	0
0	0
0	0
16	0
304	60
19	48
0	52
0	53
1	50
23	316
2	267
0	0
3	0
3	7
0	7
0	3
0	8
0	8
0	0
0	1094
102	1094
327	0
0	103
0	107
0	107
0	107
0	107
16	35
0	0
0	0
0	0
26	0
3341	0
0	0
0	0
1146	0
0	871
435	880
754	0
2501	0
0	0
1437	0
32	921
0	354
0	956
0	1041
0	408
0	625
1107	0
0	15
0	15
1	15
90	0
0	153
0	153
0	165
0	165
3	65
0	64
150	0
133	7
0	0
0	0
66	2901
388	2901
226	0
0	1218
274	1218
0	0
1	107
0	107
0	375
0	401
1	417
1	419
0	420
0	408
0	0
0	0
4	11
1533	0
0	2
0	0
0	310
0	310
0	315
0	315
0	300
22	2192
0	2022
15	2012
0	2193
90	0
0	0
0	0
0	120
11	120
11	448
2	445
0	446
957	0
188	518
12	0
589	0
22	7873
46	8566
41	8602
128	8110
0	9074
50	7297
40	8139
0	0
209	0
207	257
3	257
0	11
0	10
3	11
0	0
68	0
982	0
3	1897
2	1969
5	2018
621	0
317	0
2678	0
0	1
0	0
389	0
0	2153
4	2135
0	1654
0	42
0	47
0	40
0	51
0	39
0	44
0	48
0	42
147	0
161	0
510	0
4	0
0	689
0	695
0	697
0	688
0	948
0	1087
0	1084
0	945
1	1730
6	1723
0	760
0	1161
135	1145
0	1074
0	6
10	7
0	0
219	156
6	58
1	58
0	0
0	0
3993	0
0	0
2447	0
0	0
465	0
0	0
1	21
0	27
0	28
2	282
0	307
1	373
3	317
43	324
4	331
2	329
0	324
0	349
0	321
2	345
138	2326
210	0
4	0
65	0
1459	1
313	0
0	1906
16	1906
16	927
55	927
0	308
251	308
10	210
0	210
0	0
24	1
516	0
10	1278
80	1278
0	0
23	15
188	0
230	2
0	24
0	61
3	58
2	48
0	0
154	0
227	64
42	1741
86	1741
131	0
0	0
5978	0
0	536
3	481
0	538
4	537
946	0
985	279
304	0
423	0
241	0
0	0
0	0
0	0
0	0
2	0
0	22
0	22
2	383
0	422
16	377
1	421
54	0
313	0
0	0
0	3
86	0
420	0
15	332
0	332
1	0
0	0
0	0
0	0
0	0
0	92
2	92
0	92
358	0
3214	0
1	395
5	395
0	449
3923	6113
80	6113
166	0
253	0
18	0
278	0
2	0
20	0
430	0
1650	0
2	692
0	692
0	698
0	686
1	686
28	0
0	0
0	0
0	0
0	414
0	414
6	414
5004	0
98	0
1523	0
0	0
2571	0
1077	0
278	0
0	1254
0	1348
0	1138
