UniqueCount	AmbigCount
0	0
21	33
68	0
393	0
67	0
0	0
694	0
1271	0
2	0
154	0
928	128
259	0
108	0
2	0
470	0
40	7
696	0
1046	0
836	0
21	21
458	6
5	0
300	0
572	0
820	0
50	0
155	192
0	0
12	0
0	338
7	364
0	354
5	376
4	0
41	0
29	0
305	0
3679	0
8	0
0	1642
1	3269
0	1416
0	3496
0	3732
0	98
0	122
8	120
0	106
6	90
0	1
0	0
0	69
0	0
0	2
0	112
5	112
652	0
89	190
8	93
0	93
2	229
0	232
1	137
110	2413
2	2413
0	2329
7270	0
0	491
0	478
0	491
0	491
0	491
0	319
0	491
0	491
0	482
0	318
38383	8165
155	0
100	0
2	2
0	2
0	0
1	265
2	351
0	351
0	511
0	241
0	240
0	502
3	232
2	505
34	0
358	1
5	224
13	224
6	0
72	0
34	133
24	417
0	417
1927	0
759	0
8	75
0	75
0	0
0	0
4	0
0	33
0	33
0	33
0	34
0	33
2	33
0	34
40	0
111	0
120822	0
4	334
3	401
4	381
8421	0
1	0
224	0
0	0
0	1449
8	1449
1	5514
0	5362
444	5533
0	783
0	781
0	783
0	0
10	2644
225	2644
19	1350
228	1350
106	0
0	0
0	0
0	0
0	8
0	8
81	0
49	0
5	137
0	137
252	249
7	502
61	502
34	0
1390	0
433	0
19	354
1	354
0	5
5	5
0	1367
62	1367
17	1448
0	1448
342	0
911	0
2	0
4	87
0	96
0	89
0	92
0	93
2	0
1300	0
48	0
8	383
49	383
279	0
20	0
0	349
0	375
10	349
0	776
283	0
101	570
0	570
0	338
0	274
0	215
0	273
0	347
3	271
9	325
0	274
1	274
0	264
0	346
0	265
0	1999
0	1903
1	1962
0	1857
9	1816
580	0
0	0
225	0
0	401
0	379
0	402
0	351
0	351
0	404
0	376
0	353
0	401
0	376
0	353
0	0
408	4
142	0
0	25
35	25
496	0
119	0
117	0
427	1142
1	1142
0	197
152	197
0	0
2154	0
0	0
670	0
1104	0
0	0
0	0
0	0
2	0
75	0
0	0
145	831
8	855
2	846
444	38
112	0
135	0
28	0
20860	59633
110	0
1	185
11	185
1047	0
0	1007
