UniqueCount	AmbigCount
0	0
23	50
62	0
363	0
70	0
0	0
765	0
1139	0
0	0
175	0
771	109
180	0
60	0
4	0
488	0
24	2
692	0
881	0
793	0
36	43
414	8
0	0
323	0
408	0
744	0
51	0
78	159
0	0
8	0
8	292
9	329
0	324
7	351
2	0
67	0
20	0
257	0
2332	0
7	0
0	1317
0	2531
0	1139
2	2672
0	2916
0	138
0	152
5	150
0	142
6	120
0	0
0	0
0	70
0	0
0	1
0	94
2	94
475	0
85	111
13	69
0	69
2	183
0	188
1	121
121	2323
1	2322
0	2248
5411	0
0	449
0	431
0	447
0	449
0	447
0	323
0	447
0	449
1	436
0	321
31215	7233
155	0
61	0
0	0
0	0
0	0
0	207
2	251
0	257
4	402
0	214
0	209
0	406
2	212
0	411
22	0
224	0
1	158
5	158
4	0
67	0
7	83
11	307
2	307
1669	0
562	0
6	52
0	52
0	0
0	0
4	0
2	23
0	23
0	24
0	25
0	23
0	23
0	26
27	0
94	0
72605	0
3	280
3	325
3	302
1774	0
10	0
130	0
2	0
2	1064
1	1064
0	3814
6	3782
304	3836
1	647
0	647
0	647
0	0
2	2403
191	2403
9	1248
215	1248
68	0
0	0
0	0
18	0
0	2
0	2
34	0
55	0
0	148
0	148
156	183
2	305
40	305
8	0
1057	0
381	0
30	310
2	310
0	4
0	4
0	1082
33	1082
19	1380
0	1380
265	0
768	0
2	1
1	86
0	98
0	96
1	97
0	97
0	0
983	0
38	0
2	413
37	413
218	0
26	0
2	374
0	406
8	373
0	800
274	0
123	495
2	495
0	419
0	365
3	303
0	365
0	430
1	362
11	404
0	365
0	365
0	357
0	425
0	357
0	1896
0	1838
4	1870
0	1794
16	1752
503	0
0	0
188	0
0	234
0	226
0	233
0	187
0	187
0	237
0	223
0	191
0	234
0	223
0	191
0	0
355	4
217	0
0	40
26	40
396	0
117	0
18	0
272	741
2	741
0	180
126	180
0	0
617	0
0	0
800	0
755	0
0	1
1	1
0	0
4	0
61	0
0	0
143	758
0	771
3	765
344	21
89	0
131	0
16	0
10752	41247
73	0
0	127
5	127
988	0
2	850
95	850
0	0
3910	0
0	0
425	0
15	0
232	0
18	0
1026	0
504	0
934	0
255	0
56	361
1	361
1	308
0	0
6	0
0	198
1	238
3	237
0	0
0	46
