UniqueCount	AmbigCount
0	0
4	11
35	0
267	0
100	0
0	0
533	0
1775	0
0	0
122	0
412	46
137	0
10	0
2	0
562	0
6	0
680	0
676	0
274	0
17	22
219	6
0	0
341	0
365	0
356	0
44	0
231	206
0	0
4	0
1	459
5	490
0	478
4	504
3	0
24	0
24	0
176	0
2115	0
57	0
4	953
0	1950
0	787
2	2071
0	2231
0	175
1	209
13	214
0	177
18	154
0	0
0	0
0	60
0	0
0	0
2	229
2	229
578	0
77	108
7	40
0	40
6	191
0	193
2	115
45	1297
0	1297
3	1245
3988	0
0	611
0	602
0	608
0	611
0	610
0	403
0	611
0	610
0	598
0	403
30142	6787
32	0
28	0
1	8
0	8
0	0
0	257
4	335
0	335
0	765
0	265
0	262
0	794
0	261
0	802
25	0
85	0
0	72
0	72
6	0
22	0
15	219
2	43
0	43
1917	0
1199	0
14	153
0	153
0	0
0	0
2	0
0	4
0	4
0	4
0	4
0	4
0	4
0	4
38	0
16	0
73045	0
1	166
0	191
3	185
6327	0
0	0
610	0
8	0
0	1620
7	1620
0	1741
0	1721
182	1749
0	204
1	205
0	205
0	0
1	710
99	710
8	1114
254	1114
50	0
2	10
2	10
0	0
0	2
0	2
304	0
10	0
4	155
0	155
276	273
2	957
119	957
4	0
626	0
409	0
3	155
0	155
0	1
1	1
0	1528
43	1528
4	876
0	876
200	0
467	0
0	0
2	46
0	48
0	46
0	46
0	44
0	0
468	0
18	1
0	126
25	126
269	0
77	0
2	343
2	353
6	327
0	672
362	0
43	237
0	237
0	272
0	213
0	181
0	213
0	277
1	211
2	265
0	213
0	214
0	208
0	276
0	208
0	1829
0	1709
0	1781
0	1663
17	1626
115	0
0	0
116	0
0	289
0	263
0	288
0	253
0	253
0	290
0	262
0	255
0	289
0	262
0	255
0	0
320	4
157	0
0	8
21	8
70	0
183	0
0	0
247	720
1	720
0	102
92	102
0	0
843	0
0	0
701	0
392	0
0	1
0	1
0	0
4	0
19	0
0	0
99	651
0	670
1	666
345	16
12	0
305	0
2	0
9336	27693
37	0
2	411
7	411
414	0
0	642
94	642
0	0
6135	0
0	0
67	0
18	0
28	0
2	0
980	0
208	0
465	0
245	0
76	535
0	535
5	455
2	0
2	0
0	259
2	303
2	299
1	0
1	78
0	78
